global_row,task,episode,calibration,method,failure,final_state,ever_alarm,first_alarm,ever_signal_cleared,alarm_then_cleared
15066,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,266,episode,dynamics_only,False,NORMAL,False,-1,True,False
15067,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,267,episode,dynamics_only,False,NORMAL,False,-1,True,False
15068,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,268,episode,dynamics_only,False,NORMAL,False,-1,True,False
15069,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,269,episode,dynamics_only,False,NORMAL,False,-1,True,False
15070,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,270,episode,dynamics_only,False,NORMAL,False,-1,True,False
15071,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,271,episode,dynamics_only,False,NORMAL,False,-1,False,False
15072,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,272,episode,dynamics_only,False,NORMAL,False,-1,False,False
15073,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,273,episode,dynamics_only,False,NORMAL,False,-1,False,False
15074,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,274,episode,dynamics_only,False,NORMAL,False,-1,False,False
15075,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,275,episode,dynamics_only,False,NORMAL,False,-1,False,False
15076,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,276,episode,dynamics_only,False,NORMAL,False,-1,False,False
15077,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,277,episode,dynamics_only,False,NORMAL,False,-1,False,False
15078,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,278,episode,dynamics_only,False,NORMAL,False,-1,False,False
15079,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,279,episode,dynamics_only,False,NORMAL,False,-1,False,False
15080,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,280,episode,dynamics_only,True,ALARM,True,32,True,False
15081,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,281,episode,dynamics_only,False,WATCH,False,-1,False,False
15082,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,282,episode,dynamics_only,False,WATCH,False,-1,False,False
15083,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,283,episode,dynamics_only,False,WATCH,False,-1,False,False
15084,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,284,episode,dynamics_only,False,NORMAL,False,-1,False,False
15085,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,285,episode,dynamics_only,False,NORMAL,False,-1,False,False
15086,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,286,episode,dynamics_only,False,NORMAL,False,-1,False,False
15087,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,287,episode,dynamics_only,False,NORMAL,False,-1,False,False
15088,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,288,episode,dynamics_only,False,NORMAL,False,-1,False,False
15089,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,289,episode,dynamics_only,False,NORMAL,False,-1,False,False
15090,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,290,episode,dynamics_only,False,NORMAL,False,-1,False,False
15091,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,291,episode,dynamics_only,False,NORMAL,False,-1,False,False
15092,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,292,episode,dynamics_only,False,NORMAL,False,-1,True,False
15093,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,293,episode,dynamics_only,False,NORMAL,False,-1,False,False
15094,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,294,episode,dynamics_only,False,NORMAL,False,-1,True,False
15095,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,295,episode,dynamics_only,False,NORMAL,False,-1,False,False
15096,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,296,episode,dynamics_only,False,NORMAL,False,-1,False,False
15097,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,297,episode,dynamics_only,False,NORMAL,False,-1,False,False
15098,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,298,episode,dynamics_only,False,NORMAL,False,-1,True,False
15099,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,299,episode,dynamics_only,False,NORMAL,False,-1,False,False
15100,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,300,episode,dynamics_only,False,NORMAL,True,14,True,True
15101,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,301,episode,dynamics_only,False,NORMAL,False,-1,True,False
15102,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,302,episode,dynamics_only,False,NORMAL,False,-1,True,False
15103,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,303,episode,dynamics_only,False,NORMAL,False,-1,False,False
15104,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,304,episode,dynamics_only,False,WATCH,False,-1,False,False
15105,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,305,episode,dynamics_only,False,NORMAL,False,-1,False,False
15106,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,306,episode,dynamics_only,False,NORMAL,False,-1,False,False
15107,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,307,episode,dynamics_only,False,NORMAL,False,-1,False,False
15108,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,308,episode,dynamics_only,False,NORMAL,False,-1,False,False
15109,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,309,episode,dynamics_only,False,NORMAL,False,-1,False,False
15110,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,310,episode,dynamics_only,False,NORMAL,False,-1,True,False
15111,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,311,episode,dynamics_only,False,NORMAL,False,-1,True,False
15112,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,312,episode,dynamics_only,False,NORMAL,False,-1,True,False
15113,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,313,episode,dynamics_only,False,NORMAL,False,-1,False,False
15114,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,314,episode,dynamics_only,False,NORMAL,False,-1,False,False
15115,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,315,episode,dynamics_only,False,NORMAL,False,-1,False,False
15116,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,316,episode,dynamics_only,False,NORMAL,False,-1,True,False
15117,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,317,episode,dynamics_only,False,NORMAL,False,-1,False,False
15118,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,318,episode,dynamics_only,False,NORMAL,False,-1,True,False
15119,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,319,episode,dynamics_only,False,NORMAL,False,-1,True,False
15120,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,320,episode,dynamics_only,False,NORMAL,False,-1,True,False
15121,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,321,episode,dynamics_only,False,NORMAL,False,-1,True,False
15122,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,322,episode,dynamics_only,False,NORMAL,False,-1,False,False
15123,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,323,episode,dynamics_only,False,NORMAL,False,-1,False,False
15124,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,324,episode,dynamics_only,False,NORMAL,False,-1,False,False
15125,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,325,episode,dynamics_only,False,NORMAL,False,-1,False,False
15126,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,326,episode,dynamics_only,False,NORMAL,False,-1,True,False
15127,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,327,episode,dynamics_only,False,NORMAL,False,-1,False,False
15128,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,328,episode,dynamics_only,False,WATCH,False,-1,False,False
15129,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,329,episode,dynamics_only,False,NORMAL,False,-1,False,False
15130,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,330,episode,dynamics_only,False,NORMAL,False,-1,True,False
15131,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,331,episode,dynamics_only,False,ALARM,True,24,False,False
15132,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,332,episode,dynamics_only,False,NORMAL,False,-1,False,False
15133,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,333,episode,dynamics_only,False,NORMAL,False,-1,False,False
15134,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,334,episode,dynamics_only,False,NORMAL,False,-1,False,False
15135,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,335,episode,dynamics_only,False,NORMAL,False,-1,False,False
15136,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,336,episode,dynamics_only,False,NORMAL,False,-1,False,False
15137,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,337,episode,dynamics_only,False,NORMAL,False,-1,False,False
15138,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,338,episode,dynamics_only,False,NORMAL,False,-1,False,False
15139,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,339,episode,dynamics_only,False,NORMAL,False,-1,False,False
15140,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,340,episode,dynamics_only,False,NORMAL,False,-1,False,False
15141,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,341,episode,dynamics_only,False,NORMAL,False,-1,False,False
15142,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,342,episode,dynamics_only,False,NORMAL,False,-1,True,False
15143,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,343,episode,dynamics_only,False,NORMAL,False,-1,False,False
15144,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,344,episode,dynamics_only,False,NORMAL,False,-1,True,False
15145,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,345,episode,dynamics_only,False,NORMAL,False,-1,True,False
15146,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,346,episode,dynamics_only,False,NORMAL,False,-1,True,False
15147,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,347,episode,dynamics_only,False,NORMAL,False,-1,True,False
15148,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,348,episode,dynamics_only,False,NORMAL,False,-1,True,False
15149,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,349,episode,dynamics_only,False,NORMAL,False,-1,False,False
15150,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,350,episode,dynamics_only,False,NORMAL,False,-1,True,False
15151,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,351,episode,dynamics_only,False,NORMAL,False,-1,False,False
15152,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,352,episode,dynamics_only,False,WATCH,False,-1,False,False
15153,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,353,episode,dynamics_only,False,NORMAL,False,-1,False,False
15154,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,354,episode,dynamics_only,False,NORMAL,False,-1,False,False
15155,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,355,episode,dynamics_only,False,NORMAL,False,-1,False,False
15156,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,356,episode,dynamics_only,False,ALARM,True,26,False,False
15157,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,357,episode,dynamics_only,False,WATCH,False,-1,False,False
15158,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,358,episode,dynamics_only,False,NORMAL,False,-1,False,False
15159,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,359,episode,dynamics_only,False,NORMAL,False,-1,False,False
15160,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,360,episode,dynamics_only,False,NORMAL,False,-1,False,False
15161,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,361,episode,dynamics_only,False,NORMAL,False,-1,False,False
15162,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,362,episode,dynamics_only,False,NORMAL,False,-1,False,False
15163,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,363,episode,dynamics_only,False,WATCH,False,-1,False,False
15164,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,364,episode,dynamics_only,False,NORMAL,False,-1,False,False
15165,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,365,episode,dynamics_only,False,NORMAL,False,-1,False,False
15166,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,366,episode,dynamics_only,False,NORMAL,False,-1,False,False
15167,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,367,episode,dynamics_only,False,NORMAL,False,-1,False,False
15168,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,368,episode,dynamics_only,False,NORMAL,False,-1,False,False
15169,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,369,episode,dynamics_only,False,NORMAL,False,-1,False,False
15170,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,370,episode,dynamics_only,False,NORMAL,False,-1,False,False
15171,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,371,episode,dynamics_only,False,NORMAL,False,-1,False,False
15172,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,372,episode,dynamics_only,False,NORMAL,False,-1,False,False
15173,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,373,episode,dynamics_only,False,NORMAL,False,-1,False,False
15174,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,374,episode,dynamics_only,False,NORMAL,False,-1,False,False
15175,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,375,episode,dynamics_only,True,ALARM,True,31,True,True
15176,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,376,episode,dynamics_only,False,NORMAL,False,-1,False,False
15177,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,377,episode,dynamics_only,False,NORMAL,False,-1,False,False
15178,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,378,episode,dynamics_only,False,NORMAL,False,-1,False,False
15179,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,379,episode,dynamics_only,False,NORMAL,False,-1,False,False
15180,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,380,episode,dynamics_only,False,NORMAL,False,-1,False,False
15181,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,381,episode,dynamics_only,False,NORMAL,False,-1,False,False
15182,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,382,episode,dynamics_only,False,NORMAL,False,-1,False,False
15183,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,383,episode,dynamics_only,False,NORMAL,False,-1,False,False
15184,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,384,episode,dynamics_only,False,NORMAL,False,-1,False,False
15185,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,385,episode,dynamics_only,False,NORMAL,False,-1,False,False
15186,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,386,episode,dynamics_only,False,NORMAL,False,-1,False,False
15187,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,387,episode,dynamics_only,False,NORMAL,False,-1,False,False
15188,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,388,episode,dynamics_only,False,NORMAL,False,-1,False,False
15189,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,389,episode,dynamics_only,False,NORMAL,False,-1,False,False
15190,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,390,episode,dynamics_only,False,NORMAL,False,-1,False,False
15191,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,391,episode,dynamics_only,False,WATCH,False,-1,False,False
15192,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,392,episode,dynamics_only,False,NORMAL,False,-1,True,False
15193,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,393,episode,dynamics_only,False,NORMAL,False,-1,False,False
15194,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,394,episode,dynamics_only,False,NORMAL,True,16,True,True
15195,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,395,episode,dynamics_only,False,NORMAL,True,15,True,True
15196,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,396,episode,dynamics_only,False,NORMAL,False,-1,False,False
15197,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,397,episode,dynamics_only,False,NORMAL,False,-1,False,False
15198,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,398,episode,dynamics_only,False,NORMAL,False,-1,False,False
15199,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,399,episode,dynamics_only,False,NORMAL,False,-1,False,False
15600,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,episode,dynamics_only,False,NORMAL,False,-1,True,False
15601,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,1,episode,dynamics_only,False,NORMAL,False,-1,False,False
15602,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,2,episode,dynamics_only,False,NORMAL,False,-1,False,False
15603,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,3,episode,dynamics_only,False,NORMAL,False,-1,False,False
15604,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,4,episode,dynamics_only,False,NORMAL,False,-1,False,False
15605,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,5,episode,dynamics_only,False,NORMAL,False,-1,False,False
15606,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,episode,dynamics_only,False,NORMAL,False,-1,False,False
15607,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,7,episode,dynamics_only,False,NORMAL,False,-1,False,False
15608,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,8,episode,dynamics_only,False,WATCH,False,-1,False,False
15609,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,9,episode,dynamics_only,False,NORMAL,False,-1,False,False
15610,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,10,episode,dynamics_only,False,WATCH,False,-1,False,False
