task,run_id,episode,init_state_id,flow_noise_seed,query,length,checkpoint_sha256,order,recorded_success,primary_failure_reason,init_state_id_label,failure
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,123,10,1027,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,123,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,124,10,1028,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,124,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,125,10,1029,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,125,False,approached_target_without_observed_contact,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,126,10,1030,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,126,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,127,10,1031,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,127,False,goal_predicate_regressed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,128,13,1000,34,36,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,128,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,129,13,1001,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,129,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,130,13,1002,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,130,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,131,13,1003,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,131,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,132,13,1004,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,132,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,133,13,1005,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,133,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,134,13,1006,34,47,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,134,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,135,13,1007,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,135,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,136,13,1008,34,44,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,136,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,137,13,1009,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,137,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,138,13,1010,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,138,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,139,13,1011,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,139,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,140,13,1012,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,140,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,141,13,1013,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,141,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,142,13,1014,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,142,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,143,13,1015,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,143,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,144,13,1016,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,144,False,timeout_while_holding_target,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,145,13,1017,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,145,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,146,13,1018,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,146,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,147,13,1019,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,147,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,148,13,1020,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,148,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,149,13,1021,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,149,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,150,13,1022,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,150,False,timeout_while_holding_target,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,151,13,1023,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,151,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,152,13,1024,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,152,False,object_moved_but_goal_unmet,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,153,13,1025,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,153,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,154,13,1026,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,154,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,155,13,1027,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,155,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,156,13,1028,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,156,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,157,13,1029,34,45,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,157,True,,13,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,158,13,1030,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,158,False,object_moved_but_goal_unmet,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,159,13,1031,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,159,False,stable_grasp_not_observed,13,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,160,16,1000,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,160,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,161,16,1001,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,161,False,object_moved_but_goal_unmet,16,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,162,16,1002,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,162,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,163,16,1003,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,163,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,164,16,1004,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,164,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,165,16,1005,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,165,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,166,16,1006,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,166,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,167,16,1007,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,167,False,stable_grasp_not_observed,16,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,168,16,1008,34,36,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,168,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,169,16,1009,34,36,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,169,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,170,16,1010,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,170,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,171,16,1011,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,171,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,172,16,1012,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,172,False,stable_grasp_not_observed,16,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,173,16,1013,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,173,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,174,16,1014,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,174,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,175,16,1015,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,175,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,176,16,1016,34,36,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,176,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,177,16,1017,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,177,False,object_moved_but_goal_unmet,16,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,178,16,1018,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,178,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,179,16,1019,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,179,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,180,16,1020,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,180,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,181,16,1021,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,181,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,182,16,1022,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,182,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,183,16,1023,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,183,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,184,16,1024,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,184,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,185,16,1025,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,185,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,186,16,1026,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,186,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,187,16,1027,34,36,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,187,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,188,16,1028,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,188,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,189,16,1029,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,189,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,190,16,1030,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,190,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,191,16,1031,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,191,True,,16,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,192,20,1000,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,192,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,193,20,1001,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,193,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,194,20,1002,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,194,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,195,20,1003,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,195,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,196,20,1004,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,196,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,197,20,1005,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,197,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,198,20,1006,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,198,False,object_released_or_dropped_before_goal,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,199,20,1007,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,199,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,200,20,1008,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,200,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,201,20,1009,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,201,False,object_released_or_dropped_before_goal,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,202,20,1010,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,202,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,203,20,1011,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,203,False,goal_predicate_regressed,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,204,20,1012,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,204,False,object_released_or_dropped_before_goal,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,205,20,1013,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,205,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,206,20,1014,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,206,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,207,20,1015,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,207,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,208,20,1016,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,208,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,209,20,1017,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,209,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,210,20,1018,34,43,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,210,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,211,20,1019,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,211,False,object_released_or_dropped_before_goal,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,212,20,1020,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,212,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,213,20,1021,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,213,False,object_released_or_dropped_before_goal,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,214,20,1022,34,41,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,214,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,215,20,1023,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,215,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,216,20,1024,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,216,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,217,20,1025,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,217,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,218,20,1026,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,218,False,object_released_or_dropped_before_goal,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,219,20,1027,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,219,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,220,20,1028,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,220,False,object_released_or_dropped_before_goal,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,221,20,1029,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,221,False,object_released_or_dropped_before_goal,20,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,222,20,1030,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,222,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,223,20,1031,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,223,True,,20,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,224,23,1000,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,224,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,225,23,1001,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,225,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,226,23,1002,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,226,False,object_moved_but_goal_unmet,23,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,227,23,1003,34,47,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,227,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,228,23,1004,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,228,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,229,23,1005,34,41,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,229,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,230,23,1006,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,230,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,231,23,1007,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,231,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,232,23,1008,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,232,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,233,23,1009,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,233,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,234,23,1010,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,234,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,235,23,1011,34,41,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,235,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,236,23,1012,34,42,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,236,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,237,23,1013,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,237,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,238,23,1014,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,238,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,239,23,1015,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,239,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,240,23,1016,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,240,False,goal_predicate_regressed,23,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,241,23,1017,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,241,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,242,23,1018,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,242,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,243,23,1019,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,243,False,object_moved_but_goal_unmet,23,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,244,23,1020,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,244,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,245,23,1021,34,41,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,245,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,246,23,1022,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,246,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,247,23,1023,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,247,True,,23,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,248,23,1024,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,248,True,,23,False
