cohort,quantity,task,layer,early_mean,late_mean,late_minus_early,step_argmax
development_main,action_consensus,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L15,0.9984610676765442,0.9970470070838928,-0.0014140605926513672,0
development_main,action_consensus,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,back_minus_front,0.0008171796798706055,-0.00012993812561035156,-0.000947117805480957,-1
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L2,0.9978206157684326,0.9980853199958801,0.00026470422744750977,9
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L3,0.9981021881103516,0.9981550574302673,5.2869319915771484e-05,8
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L4,0.998297929763794,0.9977886080741882,-0.0005093216896057129,0
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L5,0.9976057410240173,0.9968263506889343,-0.0007793903350830078,1
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L12,0.9987897872924805,0.9975321292877197,-0.0012576580047607422,0
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L13,0.9986984133720398,0.9973700642585754,-0.0013283491134643555,0
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L14,0.9988217949867249,0.9974851608276367,-0.0013366341590881348,0
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L15,0.9984593987464905,0.9969839453697205,-0.0014754533767700195,0
development_main,action_consensus,libero_object/pick_up_the_butter_and_place_it_in_the_basket,back_minus_front,0.000735719979275018,-0.00037103891372680664,-0.0011067588347941637,-1
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,L2,0.9978196024894714,0.9980135560035706,0.0001939535140991211,9
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,L3,0.9981141090393066,0.998116672039032,2.562999725341797e-06,8
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,L4,0.9983291029930115,0.9978428483009338,-0.0004862546920776367,1
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,L5,0.9976258873939514,0.9967031478881836,-0.0009227395057678223,1
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,L12,0.9988811612129211,0.9976944923400879,-0.001186668872833252,0
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,L13,0.9987430572509766,0.9973958134651184,-0.0013472437858581543,0
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,L14,0.9989120960235596,0.9976150393486023,-0.0012970566749572754,0
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,L15,0.9985879063606262,0.997218906879425,-0.0013689994812011719,0
development_main,action_consensus,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,back_minus_front,0.0008088747854344547,-0.0001879731862572953,-0.0009968479862436652,-1
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,L2,0.9977871775627136,0.9979041218757629,0.0001169443130493164,8
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,L3,0.998075008392334,0.9979673027992249,-0.00010770559310913086,0
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,L4,0.9982488751411438,0.9976832270622253,-0.000565648078918457,0
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,L5,0.9975633025169373,0.9963736534118652,-0.0011896491050720215,0
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,L12,0.9988258481025696,0.9974815845489502,-0.0013442635536193848,0
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,L13,0.9987290501594543,0.9974368214607239,-0.0012922286987304688,0
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,L14,0.9988992810249329,0.9975766539573669,-0.001322627067565918,0
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,L15,0.9984754920005798,0.9971646666526794,-0.0013108253479003906,0
development_main,action_consensus,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,back_minus_front,0.0008138616685755551,-6.71545640216209e-05,-0.0008810162544250488,-1
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,L2,0.9978623986244202,0.9980787634849548,0.00021636486053466797,9
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,L3,0.9981117248535156,0.9980980753898621,-1.3649463653564453e-05,8
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,L4,0.9983269572257996,0.9977736473083496,-0.0005533099174499512,1
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,L5,0.9976775050163269,0.996788740158081,-0.0008887648582458496,1
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,L12,0.9989704489707947,0.9978199005126953,-0.0011505484580993652,0
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,L13,0.9988494515419006,0.997603178024292,-0.0012462735176086426,0
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,L14,0.9990511536598206,0.9979095458984375,-0.0011416077613830566,0
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,L15,0.9986756443977356,0.9974544644355774,-0.0012211799621582031,0
development_main,action_consensus,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,back_minus_front,0.0008920232648961246,1.2000401511613745e-05,-0.0008800228824838996,-1
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,L2,0.9978024363517761,0.9981002807617188,0.00029784440994262695,9
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,L3,0.9981111884117126,0.9980711936950684,-3.999471664428711e-05,7
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,L4,0.9983107447624207,0.9978799819946289,-0.00043076276779174805,1
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,L5,0.997596263885498,0.9968068599700928,-0.0007894039154052734,1
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,L12,0.9988663792610168,0.9976012706756592,-0.001265108585357666,0
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,L13,0.9987533688545227,0.9974458813667297,-0.0013074874877929688,0
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,L14,0.998946487903595,0.997702419757843,-0.0012440681457519531,0
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,L15,0.9986268877983093,0.9972562789916992,-0.0013706088066101074,0
development_main,action_consensus,libero_object/pick_up_the_milk_and_place_it_in_the_basket,back_minus_front,0.0008431871538050473,-0.00021308660507202148,-0.0010562737006694078,-1
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,L2,0.9978417754173279,0.9980104565620422,0.00016868114471435547,8
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,L3,0.9981335997581482,0.9980706572532654,-6.29425048828125e-05,7
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,L4,0.9983193874359131,0.9978721737861633,-0.00044721364974975586,1
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,L5,0.9976606369018555,0.9967082142829895,-0.0009524226188659668,1
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,L12,0.9990074038505554,0.9978525042533875,-0.0011548995971679688,0
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,L13,0.9988501667976379,0.9976525902748108,-0.0011975765228271484,0
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,L14,0.9990551471710205,0.997898280620575,-0.0011568665504455566,0
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,L15,0.998670756816864,0.9974161982536316,-0.0012545585632324219,0
development_main,action_consensus,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,back_minus_front,0.0009070038795471191,3.9458274841308594e-05,-0.0008675456047058105,-1
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,L2,0.9978464245796204,0.9979811310768127,0.0001347064971923828,8
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,L3,0.9980936646461487,0.9979903101921082,-0.00010335445404052734,0
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,L4,0.9983219504356384,0.9978218078613281,-0.0005001425743103027,1
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,L5,0.9976286292076111,0.9966022372245789,-0.0010263919830322266,1
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,L12,0.9989146590232849,0.9976428151130676,-0.0012718439102172852,0
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,L13,0.9987187385559082,0.9973061680793762,-0.0014125704765319824,0
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,L14,0.998956024646759,0.9976441264152527,-0.0013118982315063477,0
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,L15,0.9985596537590027,0.9971751570701599,-0.0013844966888427734,0
development_main,action_consensus,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,back_minus_front,0.0008145570755004883,-0.00015676021575927734,-0.0009713172912597656,-1
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,L2,0.9977971911430359,0.997944176197052,0.00014698505401611328,8
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,L3,0.9981706738471985,0.9980984330177307,-7.224082946777344e-05,7
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,L4,0.9982895255088806,0.9976980090141296,-0.0005915164947509766,1
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,L5,0.9975638389587402,0.9964218735694885,-0.001141965389251709,0
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,L12,0.9988494515419006,0.9974486231803894,-0.0014008283615112305,0
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,L13,0.9986715316772461,0.9972571730613708,-0.0014143586158752441,0
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,L14,0.9988729357719421,0.9974139332771301,-0.0014590024948120117,0
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,L15,0.9984293580055237,0.9969589114189148,-0.0014704465866088867,0
development_main,action_consensus,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,back_minus_front,0.0007505019311793149,-0.0002709627151489258,-0.0010214645881205797,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,L2,0.9964508414268494,0.9965858459472656,0.00013500452041625977,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,L3,0.9968563914299011,0.9963539242744446,-0.000502467155456543,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,L4,0.9974360466003418,0.9959929585456848,-0.0014430880546569824,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,L5,0.9966480731964111,0.99456787109375,-0.002080202102661133,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,L12,0.9974530339241028,0.9948142170906067,-0.0026388168334960938,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,L13,0.9972641468048096,0.9942211508750916,-0.0030429959297180176,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,L14,0.9976472854614258,0.9949876666069031,-0.002659618854522705,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,L15,0.9972855448722839,0.994541585445404,-0.002743959426879883,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,back_minus_front,0.0005646745557896793,-0.0012339750537648797,-0.001798649551346898,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,L2,0.9965827465057373,0.9969441294670105,0.00036138296127319336,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,L3,0.9968975186347961,0.9968809485435486,-1.6570091247558594e-05,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,L4,0.9975952506065369,0.996532142162323,-0.0010631084442138672,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,L5,0.9969863295555115,0.9955340027809143,-0.001452326774597168,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,L12,0.9983611106872559,0.9966614842414856,-0.0016996264457702637,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,L13,0.9983370900154114,0.996495246887207,-0.0018418431282043457,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,L14,0.9983909130096436,0.9966018795967102,-0.0017890334129333496,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,L15,0.9981904029846191,0.9964611530303955,-0.0017292499542236328,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,back_minus_front,0.0013044079532846808,8.215507114073262e-05,-0.0012222528457641602,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,L2,0.9966776371002197,0.9974988102912903,0.0008211731910705566,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,L3,0.9967703223228455,0.9969408512115479,0.00017052888870239258,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,L4,0.997291088104248,0.9965805411338806,-0.0007105469703674316,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,L5,0.9968360066413879,0.9958974719047546,-0.0009385347366333008,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,L12,0.9981444478034973,0.9964713454246521,-0.0016731023788452148,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,L13,0.9980689883232117,0.9960958361625671,-0.0019731521606445312,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,L14,0.9982298016548157,0.996300995349884,-0.0019288063049316406,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,L15,0.99800044298172,0.9961052536964417,-0.0018951892852783203,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,back_minus_front,0.0012171665439382195,-0.0004860957560595125,-0.0017032623291015625,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,L2,0.9965869784355164,0.9971206784248352,0.0005336999893188477,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,L3,0.9968845248222351,0.9970009922981262,0.00011646747589111328,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,L4,0.9974715113639832,0.9966141581535339,-0.0008573532104492188,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,L5,0.9969071745872498,0.995743989944458,-0.001163184642791748,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,L12,0.9982185363769531,0.9963194727897644,-0.0018990635871887207,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,L13,0.9982684254646301,0.9963655471801758,-0.0019028782844543457,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,L14,0.9982395172119141,0.9962129592895508,-0.0020265579223632812,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,L15,0.9980913996696472,0.9963248372077942,-0.0017665624618530273,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,back_minus_front,0.001241962076164782,-0.0003142555651720613,-0.0015562176704406738,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,L2,0.9965078830718994,0.9970412850379944,0.0005334019660949707,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,L3,0.9969742894172668,0.9967872500419617,-0.00018703937530517578,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,L4,0.9975412487983704,0.9966318011283875,-0.0009094476699829102,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,L5,0.9968621730804443,0.9952671527862549,-0.0015950202941894531,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,L12,0.9978130459785461,0.9958444237709045,-0.0019686222076416016,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,L13,0.997819721698761,0.995582103729248,-0.0022376179695129395,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,L14,0.997943103313446,0.9958302974700928,-0.0021128058433532715,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,L15,0.9975929260253906,0.995665967464447,-0.0019269585609436035,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,back_minus_front,0.0008207957143895328,-0.0007011492853052914,-0.0015219449996948242,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,L2,0.9965732097625732,0.9973001480102539,0.0007269382476806641,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,L3,0.9970278739929199,0.9970920085906982,6.413459777832031e-05,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,L4,0.9976081252098083,0.9969522953033447,-0.000655829906463623,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,L5,0.9969703555107117,0.9957466721534729,-0.0012236833572387695,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,L12,0.997955858707428,0.9962408542633057,-0.0017150044441223145,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,L13,0.9980868697166443,0.9961252808570862,-0.0019615888595581055,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,L14,0.9981584548950195,0.9961981773376465,-0.001960277557373047,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,L15,0.9979858994483948,0.9961969256401062,-0.0017889738082885742,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,back_minus_front,0.0010019143810495734,-0.0005824963445775211,-0.0015844106674194336,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,L2,0.99662846326828,0.9970517158508301,0.00042325258255004883,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,L3,0.9968972206115723,0.9966227412223816,-0.00027447938919067383,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,L4,0.997471809387207,0.9961748719215393,-0.0012969374656677246,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,L5,0.9967338442802429,0.9948964715003967,-0.0018373727798461914,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,L12,0.9979464411735535,0.9955759048461914,-0.0023705363273620605,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,L13,0.9978495240211487,0.9952125549316406,-0.0026369690895080566,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,L14,0.9978343844413757,0.9953341484069824,-0.0025002360343933105,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,L15,0.9976202845573425,0.9954870343208313,-0.0021332502365112305,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,back_minus_front,0.000879824161529541,-0.0007840394973754883,-0.0016638636589050293,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,L2,0.9964449405670166,0.9968703389167786,0.0004253983497619629,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,L3,0.9968339800834656,0.9965591430664062,-0.00027483701705932617,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,L4,0.9974731802940369,0.9964019656181335,-0.0010712146759033203,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,L5,0.9967422485351562,0.995011031627655,-0.0017312169075012207,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,L12,0.9977860450744629,0.9955936074256897,-0.0021924376487731934,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,L13,0.9976776242256165,0.9951503872871399,-0.0025272369384765625,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,L14,0.9979829788208008,0.9957134127616882,-0.002269566059112549,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,L15,0.9976816773414612,0.9953568577766418,-0.002324819564819336,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,back_minus_front,0.0009085734491236508,-0.0007570783491246402,-0.001665651798248291,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,L2,0.9964792132377625,0.996995747089386,0.0005165338516235352,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,L3,0.9969878196716309,0.9970250725746155,3.725290298461914e-05,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,L4,0.9975100159645081,0.9966042637825012,-0.0009057521820068359,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,L5,0.9970154762268066,0.995775043964386,-0.0012404322624206543,1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,L12,0.9984078407287598,0.9969515204429626,-0.0014563202857971191,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,L13,0.9984071254730225,0.9968190789222717,-0.0015880465507507324,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,L14,0.9985182881355286,0.9969673156738281,-0.0015509724617004395,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,L15,0.9983466267585754,0.9968070983886719,-0.0015395283699035645,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,back_minus_front,0.0014218688011169434,0.0002862215042114258,-0.0011356472969055176,-1
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,L2,0.9966287612915039,0.9973649382591248,0.0007361769676208496,9
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,L3,0.9967733025550842,0.9966332316398621,-0.00014007091522216797,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,L4,0.997330367565155,0.9964549541473389,-0.0008754134178161621,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,L5,0.9967816472053528,0.9953804016113281,-0.0014012455940246582,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,L12,0.9978861808776855,0.9959555268287659,-0.0019306540489196777,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,L13,0.9978762269020081,0.9955198764801025,-0.0023563504219055176,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,L14,0.9980325698852539,0.9958762526512146,-0.0021563172340393066,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,L15,0.9977915287017822,0.9955611824989319,-0.002230346202850342,0
development_main,action_consensus,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,back_minus_front,0.0010181069374084473,-0.0007300972938537598,-0.001748204231262207,-1
development_main,state_action_alignment,libero_goal/open_the_middle_drawer_of_the_cabinet,L2,0.9329390525817871,0.9342488646507263,0.001309812068939209,8
development_main,state_action_alignment,libero_goal/open_the_middle_drawer_of_the_cabinet,L3,0.9391903281211853,0.9387609362602234,-0.00042939186096191406,0
development_main,state_action_alignment,libero_goal/open_the_middle_drawer_of_the_cabinet,L4,0.8898754119873047,0.8899404406547546,6.502866744995117e-05,7
development_main,state_action_alignment,libero_goal/open_the_middle_drawer_of_the_cabinet,L5,0.9569466710090637,0.9557251334190369,-0.0012215375900268555,0
