global_row,source,episode,init_state_id,noise_seed,failure,length,primary_failure_reason,v82_first,diagnostic_no_acc_confirmation_first,cause,freeze_raw_first,freeze_smooth_first,freeze_confirmed_first,freeze_longest_smooth_run,acceleration_raw_first,acceleration_smooth_first,acceleration_confirmed_first,acceleration_longest_smooth_run,periodicity_raw_first,periodicity_smooth_first,periodicity_confirmed_first,periodicity_longest_smooth_run,frontback_first,frontback_max_margin,curvature_first,curvature_max_margin,release_query,release_count,observed_goal_true,release_to_alarm_queries
27686,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,86,10,1014,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.14367892348766326,-1,-0.36330957907438277,-1,0,False,
27687,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,87,10,1015,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.1155974048897624,-1,-0.3235822957431277,-1,0,False,
27688,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,88,11,1008,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.1156874889023602,-1,-0.3451554343085736,-1,0,False,
27689,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,89,11,1009,False,12,,-1,-1,,-1,-1,-1,0,10,11,-1,1,-1,-1,-1,0,-1,-0.0996898368994395,-1,-0.4178848876754443,11,1,False,
27690,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,90,11,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.10847156961883109,-1,-0.3704981351563086,-1,0,False,
27691,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,91,11,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.1105753961155812,-1,-0.3254133448620948,-1,0,False,
27692,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,92,11,1012,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.12979432075222333,-1,-0.41428395883366465,-1,0,False,
27693,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,93,11,1013,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.11932845231393972,-1,-0.35811586936811607,-1,0,False,
27694,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,94,11,1014,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.12242753075559935,-1,-0.36786225355416535,-1,0,False,
27695,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,95,11,1015,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.13521775744358697,-1,-0.38678170524661737,-1,0,False,
27696,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,96,12,1008,True,22,object_released_or_dropped_before_goal,-1,-1,,-1,-1,-1,0,10,13,-1,5,9,12,-1,2,-1,-0.05033310637498896,-1,-0.28836758274585006,10,1,False,
27697,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,97,12,1009,False,11,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,9,7,-1,1,-1,-0.12584094086289405,-1,-0.39994612942884367,-1,0,False,
27698,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,98,12,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.1321379105026523,-1,-0.35963913768654066,-1,0,False,
27699,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,99,12,1011,False,11,,-1,-1,,-1,-1,-1,0,10,10,-1,1,8,7,-1,1,-1,-0.11008069606125355,-1,-0.3812212842370694,-1,0,False,
27700,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,100,12,1012,True,22,object_released_or_dropped_before_goal,20,13,turbulence,-1,-1,-1,0,9,10,20,9,7,7,13,12,-1,-0.026237914198388657,-1,-0.3137451562428226,10,1,False,10.0
27701,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,101,12,1013,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,7,-1,1,-1,-0.14407247492546835,-1,-0.34738895711054407,-1,0,False,
27702,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,102,12,1014,True,22,object_released_or_dropped_before_goal,-1,15,,15,-1,-1,0,9,11,-1,5,9,12,15,10,-1,-0.053741228096187116,-1,-0.3408146874560043,11,1,False,
27703,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,103,12,1015,False,12,,-1,-1,,-1,-1,-1,0,9,11,-1,1,9,7,-1,1,-1,-0.11367031463732323,-1,-0.365438635746638,10,1,False,
27704,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,104,13,1008,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.14176411198576291,-1,-0.34290788836280506,-1,0,False,
27705,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,105,13,1009,False,14,,-1,-1,,-1,-1,-1,0,9,13,-1,1,8,7,-1,1,-1,-0.1298705226133267,-1,-0.37045948882649343,10,1,False,
27706,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,106,13,1010,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.1536937457025051,-1,-0.41676681325833004,-1,0,False,
27707,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,107,13,1011,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.15051919362942376,-1,-0.35946125398824613,-1,0,False,
27708,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,108,13,1012,True,22,object_released_or_dropped_before_goal,20,14,turbulence,-1,-1,-1,0,9,13,20,9,7,11,14,11,-1,-0.01985266217166403,-1,-0.39996828651117783,10,1,False,10.0
27709,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,109,13,1013,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.1484894660413265,-1,-0.4009991216013829,-1,0,False,
27710,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,110,13,1014,False,14,,-1,-1,,-1,-1,-1,0,9,11,-1,2,8,-1,-1,0,-1,-0.12275859605024257,-1,-0.42409396166478597,10,1,False,
27711,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,111,13,1015,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,7,-1,1,-1,-0.12953321584065755,-1,-0.355943947268029,-1,0,False,
27712,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,112,14,1008,False,10,,-1,-1,,-1,-1,-1,0,7,-1,-1,0,9,-1,-1,0,-1,-0.060518922608345745,-1,-0.37715967978785436,-1,0,False,
27713,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,113,14,1009,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.10037503290673097,-1,-0.40466939060389995,-1,0,False,
27714,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,114,14,1010,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.10484344088037809,-1,-0.43038685938095056,-1,0,False,
27715,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,115,14,1011,False,13,,11,11,frontback,-1,-1,-1,0,7,8,-1,2,-1,-1,-1,0,11,0.0027671953290700907,-1,-0.4033601047197978,-1,0,False,
27716,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,116,14,1012,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.11400354322542748,-1,-0.4250494692636033,-1,0,False,
27717,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,117,14,1013,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.10101084980368615,-1,-0.41977318834265076,-1,0,False,
27718,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,118,14,1014,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.10282014296203852,-1,-0.41288611801248043,-1,0,False,
27719,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,119,14,1015,False,13,,-1,-1,,-1,-1,-1,0,7,7,-1,3,11,-1,-1,0,-1,-0.014938393026590347,-1,-0.32458158759772776,-1,0,False,
27720,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,120,15,1008,True,22,object_released_or_dropped_before_goal,21,14,turbulence,-1,-1,-1,0,12,14,21,8,8,7,14,11,-1,-0.041556809047857926,-1,-0.3731215151126186,11,1,False,10.0
27721,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,121,15,1009,True,22,object_released_or_dropped_before_goal,21,14,turbulence,16,-1,-1,0,9,9,21,8,11,11,14,11,-1,-0.005146436783174672,-1,-0.3718414961031328,10,1,False,11.0
27722,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,122,15,1010,False,10,,-1,-1,,-1,-1,-1,0,7,-1,-1,0,-1,-1,-1,0,-1,-0.10791400979210933,-1,-0.35167399773250024,-1,0,False,
27723,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,123,15,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.10353957865635555,-1,-0.39032952932516735,-1,0,False,
27724,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,124,15,1012,False,11,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,7,7,-1,1,-1,-0.07000065226356189,-1,-0.37404645735025405,-1,0,False,
27725,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,125,15,1013,True,22,object_released_or_dropped_before_goal,17,14,turbulence,21,-1,-1,0,10,10,17,12,8,11,14,11,-1,-0.016964610822809242,-1,-0.2940985977972547,-1,0,False,
27726,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,126,15,1014,True,22,object_released_or_dropped_before_goal,18,14,turbulence,21,-1,-1,0,9,11,18,11,11,11,14,11,-1,-0.021399915479123593,-1,-0.36159349818356956,-1,0,False,
27727,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,127,15,1015,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.1347688636879126,-1,-0.3917803086942683,-1,0,False,
27728,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,128,16,1008,False,12,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,-1,-1,-1,0,-1,-0.15178054438034694,-1,-0.4411848813121517,10,1,False,
27729,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,129,16,1009,False,10,,-1,-1,,-1,-1,-1,0,7,-1,-1,0,-1,-1,-1,0,-1,-0.14255623095234235,-1,-0.4401918890401721,-1,0,False,
27730,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,130,16,1010,False,11,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,10,-1,-1,0,-1,-0.12041813318928084,-1,-0.3598258470116804,-1,0,False,
27731,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,131,16,1011,False,11,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,-1,-1,-1,0,-1,-0.11225679986427227,-1,-0.36936665349733083,-1,0,True,
27732,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,132,16,1012,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.15866323191920914,-1,-0.40807628679523866,-1,0,False,
27733,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,133,16,1013,False,11,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,10,-1,-1,0,-1,-0.115269443059961,-1,-0.4317879630262032,-1,0,False,
27734,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,134,16,1014,False,10,,-1,-1,,-1,-1,-1,0,7,-1,-1,0,-1,-1,-1,0,-1,-0.11381840685258308,-1,-0.4615070424179236,-1,0,False,
27735,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,135,16,1015,False,11,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,10,-1,-1,0,-1,-0.12410661768416563,-1,-0.4433969188258052,-1,0,False,
27736,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,136,17,1008,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,7,-1,1,-1,-0.1353960733016332,-1,-0.34504872310937695,-1,0,False,
27737,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,137,17,1009,False,13,,-1,-1,,-1,-1,-1,0,7,9,-1,2,7,7,-1,1,-1,-0.03467159088452657,-1,-0.3551411556427677,7,1,False,
27738,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,138,17,1010,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,-1,-1,0,-1,-0.13407477312286695,-1,-0.3771187529079616,-1,0,False,
27739,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,139,17,1011,True,22,object_released_or_dropped_before_goal,20,14,turbulence,-1,-1,-1,0,9,13,20,9,7,7,14,11,-1,-0.012544491899510228,-1,-0.3848639793911328,9,1,False,11.0
27740,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,140,17,1012,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,-1,-1,0,-1,-0.13400967740019162,-1,-0.4325068238352736,-1,0,False,
27741,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,141,17,1013,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,7,-1,1,-1,-0.1362626317689816,-1,-0.3920122184281548,-1,0,False,
27742,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,142,17,1014,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,7,-1,1,-1,-0.16456307115157445,-1,-0.4230678975718717,-1,0,False,
27743,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,143,17,1015,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,7,-1,1,-1,-0.15407297901312508,-1,-0.40921778056025504,-1,0,False,
27744,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,144,18,1008,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.16085283958911895,-1,-0.3096899246908724,-1,0,False,
27745,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,145,18,1009,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.16831397902965545,-1,-0.32531515922894083,-1,0,False,
27746,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,146,18,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.1563423164586226,-1,-0.28615279291112283,-1,0,False,
27747,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,147,18,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.170545264005661,-1,-0.3214761164151132,-1,0,False,
27748,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,148,18,1012,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,-1,-1,0,-1,-0.14922936264673867,-1,-0.2841813909932971,-1,0,False,
27749,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,149,18,1013,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.15450509331127008,-1,-0.27159594910095136,-1,0,False,
27750,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,150,18,1014,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.15847324583927788,-1,-0.30567154407377045,-1,0,False,
27751,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,151,18,1015,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,-1,-1,0,-1,-0.1414225648244222,-1,-0.2596295983021458,-1,0,False,
27752,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,152,19,1008,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.15184357269605,-1,-0.36733895634735625,-1,0,False,
27753,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,153,19,1009,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.1439056123693784,-1,-0.35355611774201195,-1,0,False,
27754,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,154,19,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.14574276107549666,-1,-0.42429369953274726,-1,0,False,
27755,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,155,19,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.1434499485194683,-1,-0.45291080040050047,-1,0,False,
27756,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,156,19,1012,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.153742427110672,-1,-0.36672587576384347,-1,0,False,
27757,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,157,19,1013,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.135502601146698,-1,-0.43534499206393956,-1,0,False,
27758,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,158,19,1014,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.151155281851689,-1,-0.41753515680134295,-1,0,False,
27759,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,159,19,1015,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.15386485256751378,-1,-0.41912414139765314,-1,0,False,
27760,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,160,20,1008,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.08221688442428907,-1,-0.42545315632410347,-1,0,False,
27761,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,161,20,1009,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.0959604042718808,-1,-0.47796262755493324,-1,0,False,
27762,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,162,20,1010,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.10311839305361112,-1,-0.43594046124691765,-1,0,False,
27763,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,163,20,1011,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.09536828359464805,-1,-0.48328659079472225,-1,0,False,
27764,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,164,20,1012,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.09684290077288946,-1,-0.44662313925226527,-1,0,False,
27765,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,165,20,1013,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.09966062764823437,-1,-0.4525901382382338,-1,0,False,
27766,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,166,20,1014,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.10356623050818842,-1,-0.46090141126389306,-1,0,False,
27767,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,167,20,1015,True,22,object_released_outside_goal,11,11,frontback,-1,-1,-1,0,7,8,15,14,-1,-1,-1,0,11,0.0514161170621713,-1,-0.24391822613178132,7,1,False,4.0
27768,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,168,21,1008,False,11,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,-1,-1,0,-1,-0.12863887173930802,-1,-0.3719854175973063,-1,0,False,
27769,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,169,21,1009,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.143717442135637,-1,-0.2890487717886766,-1,0,False,
27770,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,170,21,1010,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.14517890175680317,-1,-0.4233119306291143,-1,0,False,
27771,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,171,21,1011,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.13946612375974654,-1,-0.3893450130199393,-1,0,False,
27772,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,172,21,1012,False,11,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,6,-1,-1,0,-1,-0.10656960368156433,-1,-0.35502049026886623,-1,0,False,
